"film","director","actor"
"http://dbpedia.org/resource/1984_(2023_film)","http://dbpedia.org/resource/Diana_Ringo","http://dbpedia.org/resource/Aleksandr_Obmanov"
"http://dbpedia.org/resource/1984_(2023_film)","http://dbpedia.org/resource/Diana_Ringo","http://dbpedia.org/resource/Diana_Ringo"
"http://dbpedia.org/resource/80s_Buildup","http://dbpedia.org/resource/Kalyaan","http://dbpedia.org/resource/R._Sundarrajan"
"http://dbpedia.org/resource/80s_Buildup","http://dbpedia.org/resource/Kalyaan","http://dbpedia.org/resource/Santhanam_(actor)"
"http://dbpedia.org/resource/80s_Buildup","http://dbpedia.org/resource/Kalyaan","http://dbpedia.org/resource/K._S._Ravikumar"
"http://dbpedia.org/resource/80s_Buildup","http://dbpedia.org/resource/Kalyaan","http://dbpedia.org/resource/Radhika_Preethi"
"http://dbpedia.org/resource/A_Big_Case","http://dbpedia.org/resource/Josef_Mach","http://dbpedia.org/resource/Vítězslav_Boček"
"http://dbpedia.org/resource/A_Big_Case","http://dbpedia.org/resource/Josef_Mach","http://dbpedia.org/resource/Helena_Bušová"
"http://dbpedia.org/resource/A_Big_Case","http://dbpedia.org/resource/Josef_Mach","http://dbpedia.org/resource/Jaroslav_Průcha"
"http://dbpedia.org/resource/A_Big_Case","http://dbpedia.org/resource/Václav_Kubásek","http://dbpedia.org/resource/Vítězslav_Boček"
"http://dbpedia.org/resource/A_Big_Case","http://dbpedia.org/resource/Václav_Kubásek","http://dbpedia.org/resource/Helena_Bušová"
"http://dbpedia.org/resource/A_Big_Case","http://dbpedia.org/resource/Václav_Kubásek","http://dbpedia.org/resource/Jaroslav_Průcha"
"http://dbpedia.org/resource/A_Bird_of_Heaven","http://dbpedia.org/resource/Imre_Fehér","http://dbpedia.org/resource/Ferenc_Kiss_(actor)"
"http://dbpedia.org/resource/A_Bird_of_Heaven","http://dbpedia.org/resource/Imre_Fehér","http://dbpedia.org/resource/Ádám_Szirtes"
"http://dbpedia.org/resource/A_Bird_of_Heaven","http://dbpedia.org/resource/Imre_Fehér","http://dbpedia.org/resource/Erzsi_Somogyi"
"http://dbpedia.org/resource/A_Game_with_Love","http://dbpedia.org/resource/Imre_Apáthi","http://dbpedia.org/resource/Ferenc_Kiss_(actor)"
"http://dbpedia.org/resource/A_Game_with_Love","http://dbpedia.org/resource/Imre_Apáthi","http://dbpedia.org/resource/Irén_Psota"
"http://dbpedia.org/resource/A_Game_with_Love","http://dbpedia.org/resource/Imre_Apáthi","http://dbpedia.org/resource/László_Mensáros"
"http://dbpedia.org/resource/A_Heart_Stops_Beating","http://dbpedia.org/resource/László_Kalmár_(director)","http://dbpedia.org/resource/Katalin_Karády"
"http://dbpedia.org/resource/A_Heart_Stops_Beating","http://dbpedia.org/resource/László_Kalmár_(director)","http://dbpedia.org/resource/Tivadar_Uray"
"http://dbpedia.org/resource/A_Heart_Stops_Beating","http://dbpedia.org/resource/László_Kalmár_(director)","http://dbpedia.org/resource/Árpád_Lehotay"
"http://dbpedia.org/resource/A_Husband_for_Susy","http://dbpedia.org/resource/Frigyes_Bán","http://dbpedia.org/resource/Imre_Ráday"
"http://dbpedia.org/resource/A_Husband_for_Susy","http://dbpedia.org/resource/Frigyes_Bán","http://dbpedia.org/resource/Tibor_Bitskey"
"http://dbpedia.org/resource/A_Husband_for_Susy","http://dbpedia.org/resource/Frigyes_Bán","http://dbpedia.org/resource/Mária_Sulyok"
"http://dbpedia.org/resource/A_Lover_of_the_Theatre","http://dbpedia.org/resource/Emil_Martonffy","http://dbpedia.org/resource/Tibor_Halmay"
"http://dbpedia.org/resource/A_Lover_of_the_Theatre","http://dbpedia.org/resource/Emil_Martonffy","http://dbpedia.org/resource/László_Szilassy"
"http://dbpedia.org/resource/A_Lover_of_the_Theatre","http://dbpedia.org/resource/Emil_Martonffy","http://dbpedia.org/resource/Mária_Egry"
"http://dbpedia.org/resource/A_Real_Pain","http://dbpedia.org/resource/Jesse_Eisenberg","http://dbpedia.org/resource/Jesse_Eisenberg"
"http://dbpedia.org/resource/A_Real_Pain","http://dbpedia.org/resource/Jesse_Eisenberg","http://dbpedia.org/resource/Jennifer_Grey"
"http://dbpedia.org/resource/A_Real_Pain","http://dbpedia.org/resource/Jesse_Eisenberg","http://dbpedia.org/resource/Kieran_Culkin"
"http://dbpedia.org/resource/A_Real_Pain","http://dbpedia.org/resource/Jesse_Eisenberg","http://dbpedia.org/resource/Kurt_Egyiawan"
"http://dbpedia.org/resource/A_Real_Pain","http://dbpedia.org/resource/Jesse_Eisenberg","http://dbpedia.org/resource/Daniel_Oreskes"
"http://dbpedia.org/resource/A_Real_Pain","http://dbpedia.org/resource/Jesse_Eisenberg","http://dbpedia.org/resource/Liza_Sadovy"
"http://dbpedia.org/resource/A_Real_Pain","http://dbpedia.org/resource/Jesse_Eisenberg","http://dbpedia.org/resource/Will_Sharpe"
"http://dbpedia.org/resource/A_Silence","http://dbpedia.org/resource/Joachim_Lafosse","http://dbpedia.org/resource/Daniel_Auteuil"
"http://dbpedia.org/resource/A_Silence","http://dbpedia.org/resource/Joachim_Lafosse","http://dbpedia.org/resource/Emmanuelle_Devos"
"http://dbpedia.org/resource/A_Tribe_Called_Judah","http://dbpedia.org/resource/Funke_Akindele","http://dbpedia.org/resource/Timini_Egbuson"
"http://dbpedia.org/resource/A_Tribe_Called_Judah","http://dbpedia.org/resource/Funke_Akindele","http://dbpedia.org/resource/Tobi_Makinde"
"http://dbpedia.org/resource/A_Tribe_Called_Judah","http://dbpedia.org/resource/Funke_Akindele","http://dbpedia.org/resource/Funke_Akindele"
"http://dbpedia.org/resource/A_Tribe_Called_Judah","http://dbpedia.org/resource/Funke_Akindele","http://dbpedia.org/resource/Swanky_JKA"
"http://dbpedia.org/resource/A_Tribe_Called_Judah","http://dbpedia.org/resource/Funke_Akindele","http://dbpedia.org/resource/Uzee_Usman"
"http://dbpedia.org/resource/A_Tribe_Called_Judah","http://dbpedia.org/resource/Funke_Akindele","http://dbpedia.org/resource/Olumide_Oworu"
"http://dbpedia.org/resource/A_Woman_Gets_a_Start","http://dbpedia.org/resource/Imre_Jeney","http://dbpedia.org/resource/Klári_Tolnay"
"http://dbpedia.org/resource/A_Woman_Gets_a_Start","http://dbpedia.org/resource/Imre_Jeney","http://dbpedia.org/resource/Lajos_Básti"
"http://dbpedia.org/resource/A_Woman_Gets_a_Start","http://dbpedia.org/resource/Imre_Jeney","http://dbpedia.org/resource/Ferenc_Ladányi"
"http://dbpedia.org/resource/A_Woman_Looks_Back","http://dbpedia.org/resource/Géza_von_Radványi","http://dbpedia.org/resource/Artúr_Somlay"
"http://dbpedia.org/resource/A_Woman_Looks_Back","http://dbpedia.org/resource/Géza_von_Radványi","http://dbpedia.org/resource/Maria_von_Tasnady"
"http://dbpedia.org/resource/A_Woman_Looks_Back","http://dbpedia.org/resource/Géza_von_Radványi","http://dbpedia.org/resource/Pál_Jávor_(actor)"
"http://dbpedia.org/resource/Abigail_Harm","http://dbpedia.org/resource/Lee_Isaac_Chung","http://dbpedia.org/resource/Amanda_Plummer"
"http://dbpedia.org/resource/Accident_(1955_film)","http://dbpedia.org/resource/Viktor_Gertler","http://dbpedia.org/resource/Imre_Apáthi"
"http://dbpedia.org/resource/Accident_(1955_film)","http://dbpedia.org/resource/Viktor_Gertler","http://dbpedia.org/resource/Iván_Darvas"
"http://dbpedia.org/resource/Accident_(1955_film)","http://dbpedia.org/resource/Viktor_Gertler","http://dbpedia.org/resource/Violetta_Ferrari"
"http://dbpedia.org/resource/Ada_Omo_Daddy","http://dbpedia.org/resource/Adebayo_Tijani","http://dbpedia.org/resource/Omowumi_Dada"
"http://dbpedia.org/resource/Ada_Omo_Daddy","http://dbpedia.org/resource/Adebayo_Tijani","http://dbpedia.org/resource/Sola_Sobowale"
"http://dbpedia.org/resource/Ada_Omo_Daddy","http://dbpedia.org/resource/Adebayo_Tijani","http://dbpedia.org/resource/Charles_Okafor"
"http://dbpedia.org/resource/Ada_Omo_Daddy","http://dbpedia.org/resource/Adebayo_Tijani","http://dbpedia.org/resource/Chiwetalu_Agu"
"http://dbpedia.org/resource/Adikts","http://dbpedia.org/resource/Adam_Sedlák_(director)","http://dbpedia.org/resource/Kristýna_Jedličková"
"http://dbpedia.org/resource/Adikts","http://dbpedia.org/resource/Adam_Sedlák_(director)","http://dbpedia.org/resource/Luciana_Tomášová"
"http://dbpedia.org/resource/Adikts","http://dbpedia.org/resource/Adam_Sedlák_(director)","http://dbpedia.org/resource/Martina_Jindrová"
"http://dbpedia.org/resource/Adikts","http://dbpedia.org/resource/Adam_Sedlák_(director)","http://dbpedia.org/resource/Petr_Uhlík"
"http://dbpedia.org/resource/Adikts","http://dbpedia.org/resource/Adam_Sedlák_(director)","http://dbpedia.org/resource/Tadeáš_Moravec"
"http://dbpedia.org/resource/Adrishya_Jalakangal","http://dbpedia.org/resource/Dr._Biju","http://dbpedia.org/resource/Nimisha_Sajayan"
"http://dbpedia.org/resource/Adrishya_Jalakangal","http://dbpedia.org/resource/Dr._Biju","http://dbpedia.org/resource/Indrans"
"http://dbpedia.org/resource/Adrishya_Jalakangal","http://dbpedia.org/resource/Dr._Biju","http://dbpedia.org/resource/Tovino_Thomas"
"http://dbpedia.org/resource/African_Bride","http://dbpedia.org/resource/István_Balogh_(director)","http://dbpedia.org/resource/Kálmán_Latabár"
"http://dbpedia.org/resource/African_Bride","http://dbpedia.org/resource/István_Balogh_(director)","http://dbpedia.org/resource/Piri_Vaszary"
"http://dbpedia.org/resource/African_Bride","http://dbpedia.org/resource/István_Balogh_(director)","http://dbpedia.org/resource/Valerie_Delacorte"
"http://dbpedia.org/resource/After_the_Storm_(1945_film)","http://dbpedia.org/resource/József_Daróczy","http://dbpedia.org/resource/Alice_Fényes"
"http://dbpedia.org/resource/After_the_Storm_(1945_film)","http://dbpedia.org/resource/József_Daróczy","http://dbpedia.org/resource/Tivadar_Uray"
"http://dbpedia.org/resource/After_the_Storm_(1945_film)","http://dbpedia.org/resource/József_Daróczy","http://dbpedia.org/resource/Sándor_Szabó_(actor)"
"http://dbpedia.org/resource/All_Shall_Be_Well_(film)","http://dbpedia.org/resource/Ray_Yeung","http://dbpedia.org/resource/Patra_Au"
"http://dbpedia.org/resource/Amsterdamned_II","http://dbpedia.org/resource/Dick_Maas","http://dbpedia.org/resource/Huub_Stapel"
"http://dbpedia.org/resource/Amsterdamned_II","http://dbpedia.org/resource/Dick_Maas","http://dbpedia.org/resource/Pierre_Bokma"
"http://dbpedia.org/resource/Amsterdamned_II","http://dbpedia.org/resource/Dick_Maas","http://dbpedia.org/resource/Holly_Mae_Brood"
"http://dbpedia.org/resource/An_Affair_of_Honour","http://dbpedia.org/resource/Steve_Sekely","http://dbpedia.org/resource/Imre_Ráday"
"http://dbpedia.org/resource/An_Affair_of_Honour","http://dbpedia.org/resource/Steve_Sekely","http://dbpedia.org/resource/Zita_Perczel"
"http://dbpedia.org/resource/An_Affair_of_Honour","http://dbpedia.org/resource/Steve_Sekely","http://dbpedia.org/resource/Gyula_Kabos"
"http://dbpedia.org/resource/Ananda_Ashru","http://dbpedia.org/resource/Mostafizur_Rahman_Manik","http://dbpedia.org/resource/Symon_Sadik"
"http://dbpedia.org/resource/And_Then_The_Guy...","http://dbpedia.org/resource/Viktor_Gertler","http://dbpedia.org/resource/Mari_Törőcsik"
"http://dbpedia.org/resource/And_Then_The_Guy...","http://dbpedia.org/resource/Viktor_Gertler","http://dbpedia.org/resource/Imre_Sinkovits"
"http://dbpedia.org/resource/And_Then_The_Guy...","http://dbpedia.org/resource/Viktor_Gertler","http://dbpedia.org/resource/Irén_Psota"
"http://dbpedia.org/resource/Andragogy_(film)","http://dbpedia.org/resource/Wregas_Bhanuteja","http://dbpedia.org/resource/Angga_Yunanda"
"http://dbpedia.org/resource/Andragogy_(film)","http://dbpedia.org/resource/Wregas_Bhanuteja","http://dbpedia.org/resource/Dwi_Sasono"
"http://dbpedia.org/resource/Andragogy_(film)","http://dbpedia.org/resource/Wregas_Bhanuteja","http://dbpedia.org/resource/Prilly_Latuconsina"
"http://dbpedia.org/resource/Andragogy_(film)","http://dbpedia.org/resource/Wregas_Bhanuteja","http://dbpedia.org/resource/Sha_Ine_Febriyanti"
"http://dbpedia.org/resource/András_(film)","http://dbpedia.org/resource/Viktor_Bánky","http://dbpedia.org/resource/Antal_Páger_(actor)"
"http://dbpedia.org/resource/András_(film)","http://dbpedia.org/resource/Viktor_Bánky","http://dbpedia.org/resource/Valerie_Delacorte"
"http://dbpedia.org/resource/András_(film)","http://dbpedia.org/resource/Viktor_Bánky","http://dbpedia.org/resource/Bella_Bordy"
"http://dbpedia.org/resource/Anniversary_(1936_film)","http://dbpedia.org/resource/Béla_Gaál","http://dbpedia.org/resource/Gábor_Rajnay"
"http://dbpedia.org/resource/Anniversary_(1936_film)","http://dbpedia.org/resource/Béla_Gaál","http://dbpedia.org/resource/Imre_Ráday"
"http://dbpedia.org/resource/Anniversary_(1936_film)","http://dbpedia.org/resource/Béla_Gaál","http://dbpedia.org/resource/Antal_Páger_(actor)"
"http://dbpedia.org/resource/Ash_(upcoming_film)","http://dbpedia.org/resource/Flying_Lotus","http://dbpedia.org/resource/Iko_Uwais"
"http://dbpedia.org/resource/Ash_(upcoming_film)","http://dbpedia.org/resource/Flying_Lotus","http://dbpedia.org/resource/Aaron_Paul"
"http://dbpedia.org/resource/Ash_(upcoming_film)","http://dbpedia.org/resource/Flying_Lotus","http://dbpedia.org/resource/Kate_Elliott_(actress)"
"http://dbpedia.org/resource/Ash_(upcoming_film)","http://dbpedia.org/resource/Flying_Lotus","http://dbpedia.org/resource/Flying_Lotus"
"http://dbpedia.org/resource/Ash_(upcoming_film)","http://dbpedia.org/resource/Flying_Lotus","http://dbpedia.org/resource/Beulah_Koale"
"http://dbpedia.org/resource/Ash_(upcoming_film)","http://dbpedia.org/resource/Flying_Lotus","http://dbpedia.org/resource/Eiza_González"
"http://dbpedia.org/resource/Ashi_Hi_Aashiqui","http://dbpedia.org/resource/Sachin_Pilgaonkar","http://dbpedia.org/resource/Hemal_Ingle"
"http://dbpedia.org/resource/Ashi_Hi_Aashiqui","http://dbpedia.org/resource/Sachin_Pilgaonkar","http://dbpedia.org/resource/Abhinay_Berde"
"http://dbpedia.org/resource/At_Midnight_(1957_film)","http://dbpedia.org/resource/György_Révész","http://dbpedia.org/resource/Miklós_Gábor"
"http://dbpedia.org/resource/At_Midnight_(1957_film)","http://dbpedia.org/resource/György_Révész","http://dbpedia.org/resource/Éva_Ruttkai"
"http://dbpedia.org/resource/At_Midnight_(1957_film)","http://dbpedia.org/resource/György_Révész","http://dbpedia.org/resource/Zsuzsa_Bánki"
"http://dbpedia.org/resource/At_the_Crossroads_(1942_film)","http://dbpedia.org/resource/Viktor_Bánky","http://dbpedia.org/resource/Klári_Tolnay"
"http://dbpedia.org/resource/At_the_Crossroads_(1942_film)","http://dbpedia.org/resource/Viktor_Bánky","http://dbpedia.org/resource/Andor_Ajtay"
"http://dbpedia.org/resource/At_the_Crossroads_(1942_film)","http://dbpedia.org/resource/Viktor_Bánky","http://dbpedia.org/resource/Vera_Sennyei"
"http://dbpedia.org/resource/Babygirl","http://dbpedia.org/resource/Halina_Reijn","http://dbpedia.org/resource/Sophie_Wilde"
"http://dbpedia.org/resource/Babygirl","http://dbpedia.org/resource/Halina_Reijn","http://dbpedia.org/resource/Antonio_Banderas"
"http://dbpedia.org/resource/Babygirl","http://dbpedia.org/resource/Halina_Reijn","http://dbpedia.org/resource/Nicole_Kidman"
"http://dbpedia.org/resource/Babygirl","http://dbpedia.org/resource/Halina_Reijn","http://dbpedia.org/resource/Harris_Dickinson"
"http://dbpedia.org/resource/Back_to_Life_(2023_film)","http://dbpedia.org/resource/Alfredo_Hueck","http://dbpedia.org/resource/José_Ramón_Barreto"
"http://dbpedia.org/resource/Back_to_Life_(2023_film)","http://dbpedia.org/resource/Alfredo_Hueck","http://dbpedia.org/resource/Crisol_Carabal"
"http://dbpedia.org/resource/Baptism_of_Fire_(1952_film)","http://dbpedia.org/resource/Frigyes_Bán","http://dbpedia.org/resource/Gyula_Gózon"
"http://dbpedia.org/resource/Baptism_of_Fire_(1952_film)","http://dbpedia.org/resource/Frigyes_Bán","http://dbpedia.org/resource/Zoltán_Makláry"
"http://dbpedia.org/resource/Baptism_of_Fire_(1952_film)","http://dbpedia.org/resource/Frigyes_Bán","http://dbpedia.org/resource/József_Bihari"
"http://dbpedia.org/resource/Barbara_in_America","http://dbpedia.org/resource/Márton_Keleti","http://dbpedia.org/resource/Imre_Hámory"
"http://dbpedia.org/resource/Barbara_in_America","http://dbpedia.org/resource/Márton_Keleti","http://dbpedia.org/resource/Margit_Dajka"
"http://dbpedia.org/resource/Barbara_in_America","http://dbpedia.org/resource/Márton_Keleti","http://dbpedia.org/resource/Gerő_Mály"
"http://dbpedia.org/resource/Bastar:_The_Naxal_Story","http://dbpedia.org/resource/Sudipto_Sen","http://dbpedia.org/resource/Indira_Tiwari"
"http://dbpedia.org/resource/Bastar:_The_Naxal_Story","http://dbpedia.org/resource/Sudipto_Sen","http://dbpedia.org/resource/Adah_Sharma"
"http://dbpedia.org/resource/Battle_in_Peace","http://dbpedia.org/resource/Viktor_Gertler","http://dbpedia.org/resource/Tibor_Molnár"
"http://dbpedia.org/resource/Battle_in_Peace","http://dbpedia.org/resource/Viktor_Gertler","http://dbpedia.org/resource/Ádám_Szirtes"
"http://dbpedia.org/resource/Battle_in_Peace","http://dbpedia.org/resource/Viktor_Gertler","http://dbpedia.org/resource/László_Bánhidi"
"http://dbpedia.org/resource/Beauty_of_the_Pusta","http://dbpedia.org/resource/Steve_Sekely","http://dbpedia.org/resource/Ferenc_Kiss_(actor)"
"http://dbpedia.org/resource/Beauty_of_the_Pusta","http://dbpedia.org/resource/Steve_Sekely","http://dbpedia.org/resource/Mária_Lázár"
"http://dbpedia.org/resource/Beauty_of_the_Pusta","http://dbpedia.org/resource/Steve_Sekely","http://dbpedia.org/resource/Pál_Jávor_(actor)"
"http://dbpedia.org/resource/Becky_&_Badette","http://dbpedia.org/resource/Jun_Lana","http://dbpedia.org/resource/Pokwang"
"http://dbpedia.org/resource/Becky_&_Badette","http://dbpedia.org/resource/Jun_Lana","http://dbpedia.org/resource/Eugene_Domingo"
"http://dbpedia.org/resource/Bellbird_(film)","http://dbpedia.org/resource/Hamish_Bennett_(director)","http://dbpedia.org/resource/Rachel_House"
"http://dbpedia.org/resource/Bellbird_(film)","http://dbpedia.org/resource/Hamish_Bennett_(director)","http://dbpedia.org/resource/Marshall_Napier"
"http://dbpedia.org/resource/Bellbird_(film)","http://dbpedia.org/resource/Hamish_Bennett_(director)","http://dbpedia.org/resource/Annie_Whittle"
"http://dbpedia.org/resource/Between_River_and_Steppe","http://dbpedia.org/resource/Géza_von_Bolváry","http://dbpedia.org/resource/Attila_Hörbiger"
"http://dbpedia.org/resource/Between_River_and_Steppe","http://dbpedia.org/resource/Géza_von_Bolváry","http://dbpedia.org/resource/Margit_Symo"
"http://dbpedia.org/resource/Between_River_and_Steppe","http://dbpedia.org/resource/Géza_von_Bolváry","http://dbpedia.org/resource/Heidemarie_Hatheyer"
"http://dbpedia.org/resource/Between_the_Temples","http://dbpedia.org/resource/Nathan_Silver","http://dbpedia.org/resource/Dolly_de_Leon"
"http://dbpedia.org/resource/Between_the_Temples","http://dbpedia.org/resource/Nathan_Silver","http://dbpedia.org/resource/Carol_Kane"
"http://dbpedia.org/resource/Between_the_Temples","http://dbpedia.org/resource/Nathan_Silver","http://dbpedia.org/resource/Jason_Schwartzman"
"http://dbpedia.org/resource/Between_the_Temples","http://dbpedia.org/resource/Nathan_Silver","http://dbpedia.org/resource/Robert_Smigel"
"http://dbpedia.org/resource/Between_the_Temples","http://dbpedia.org/resource/Nathan_Silver","http://dbpedia.org/resource/Caroline_Aaron"
"http://dbpedia.org/resource/Between_the_Temples","http://dbpedia.org/resource/Nathan_Silver","http://dbpedia.org/resource/Madeline_Weinstein"
"http://dbpedia.org/resource/Between_the_Temples","http://dbpedia.org/resource/Nathan_Silver","http://dbpedia.org/resource/Matthew_Shear"
"http://dbpedia.org/resource/Big_News_from_Grand_Rock","http://dbpedia.org/resource/Daniel_Perlmutter","http://dbpedia.org/resource/Ennis_Esmer"
"http://dbpedia.org/resource/Big_News_from_Grand_Rock","http://dbpedia.org/resource/Daniel_Perlmutter","http://dbpedia.org/resource/Aaron_Ashmore"
"http://dbpedia.org/resource/Big_News_from_Grand_Rock","http://dbpedia.org/resource/Daniel_Perlmutter","http://dbpedia.org/resource/Meredith_MacNeill"
"http://dbpedia.org/resource/Bootlegger_(2021_film)","http://dbpedia.org/resource/Caroline_Monnet","http://dbpedia.org/resource/Pascale_Bussières"
"http://dbpedia.org/resource/Bootlegger_(2021_film)","http://dbpedia.org/resource/Caroline_Monnet","http://dbpedia.org/resource/Devery_Jacobs"
"http://dbpedia.org/resource/Breath_of_Life_(2023_film)","http://dbpedia.org/resource/BB_Sasore","http://dbpedia.org/resource/Genoveva_Umeh"
"http://dbpedia.org/resource/Breath_of_Life_(2023_film)","http://dbpedia.org/resource/BB_Sasore","http://dbpedia.org/resource/Chimezie_Imo"
"http://dbpedia.org/resource/Breath_of_Life_(2023_film)","http://dbpedia.org/resource/BB_Sasore","http://dbpedia.org/resource/Wale_Ojo"
"http://dbpedia.org/resource/Breath_of_Life_(2023_film)","http://dbpedia.org/resource/BB_Sasore","http://dbpedia.org/resource/Eku_Edewor"
"http://dbpedia.org/resource/Breath_of_Life_(2023_film)","http://dbpedia.org/resource/BB_Sasore","http://dbpedia.org/resource/Sam_Dede"
